# Annotated with Bakta
# Software: v1.9.1
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3317106	3317843	-	AGJPKI_15570	cmcI	rhamnosyl O-methyltransferase	BlastRules:WP_003414919, COG:COG3510, COG:V, EC:2.1.1.-, GO:0005886, GO:0008168, GO:0008610, GO:0030206, GO:0032259, GO:0071770, RefSeq:WP_003414919.1, SO:0001217, UniParc:UPI00000D0F3D, UniRef:UniRef100_Q7TXJ7, UniRef:UniRef50_Q7TXJ7, UniRef:UniRef90_Q7TXJ7
contig_1	cds	3318288	3318677	+	AGJPKI_15575	iS5	Transposase and inactivated derivatives, IS5 family	COG:COG3039, COG:X, RefSeq:WP_003414921.1, SO:0001217, UniParc:UPI00000C14EF, UniRef:UniRef100_A0A045K6T4, UniRef:UniRef50_A0A045K6T4, UniRef:UniRef90_A0A045K6T4
contig_1	cds	3318778	3320127	-	AGJPKI_15580	yjiC	PGL/p-HBAD biosynthesis rhamnosyltransferase	BlastRules:WP_003414922, COG:COG1819, COG:G, EC:2.4.1.-, GO:0005886, GO:0008194, GO:0009247, GO:0016758, RefSeq:WP_003414922.1, SO:0001217, UniParc:UPI00000D5E55, UniRef:UniRef100_Q7TXJ4, UniRef:UniRef50_A5U6W6, UniRef:UniRef90_Q7TXJ4
contig_1	cds	3320241	3321461	+	AGJPKI_15585	yraQ	Putative permease Rv2963	COG:COG0701, COG:S, GO:0005886, RefSeq:WP_003414924.1, SO:0001217, UniParc:UPI00000D118E, UniRef:UniRef100_I6YET7, UniRef:UniRef50_I6YET7, UniRef:UniRef90_I6YET7
contig_1	cds	3321534	3322466	+	AGJPKI_15590	purU	formyltetrahydrofolate deformylase	COG:COG0788, COG:F, EC:3.5.1.10, GO:0006189, GO:0006730, GO:0008864, RefSeq:WP_003899559.1, SO:0001217, UniParc:UPI0000132B74, UniRef:UniRef100_P0A5T7, UniRef:UniRef50_P0A5T7, UniRef:UniRef90_P0A5T7
contig_1	cds	3323106	3323291	+	AGJPKI_15595		Chitinase	RefSeq:WP_003414994.1, SO:0001217, UniParc:UPI00005EE78F, UniRef:UniRef100_A5U6X3, UniRef:UniRef50_A5U6X3, UniRef:UniRef90_A5U6X3
contig_1	cds	3323335	3323820	-	AGJPKI_15600	coaD	pantetheine-phosphate adenylyltransferase	COG:COG0669, COG:H, EC:2.7.7.3, GO:0004595, GO:0005524, GO:0005737, GO:0015937, RefSeq:WP_003414998.1, SO:0001217, UniParc:UPI0000127CBF, UniRef:UniRef100_P0A531, UniRef:UniRef50_Q9ZBR1, UniRef:UniRef90_P0A531
contig_1	cds	3323906	3324472	-	AGJPKI_15605	rsmD	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	COG:COG0742, COG:J, RefSeq:WP_003415001.1, SO:0001217, UniParc:UPI00000D10B6, UniRef:UniRef100_A0A1R3Y2R5, UniRef:UniRef50_X8CIQ6, UniRef:UniRef90_A0A8I0JY13
contig_1	cds	3324668	3328051	-	AGJPKI_15610	pyc	pyruvate carboxylase	COG:C, COG:COG1038, EC:6.4.1.1, KEGG:K01958, RefSeq:WP_003415003.1, SO:0001217, UniParc:UPI00000D5F47, UniRef:UniRef100_A0A1R3Y2R6, UniRef:UniRef50_C4LGW4, UniRef:UniRef90_G0TG34
contig_1	cds	3328076	3328663	-	AGJPKI_15615		Vitamin K epoxide reductase (VKOR) family protein, putative involvement in disulfide bond formation	COG:COG4243, COG:R, SO:0001217, UniParc:UPI00005EE792, UniRef:UniRef100_A0A0E8W8R9, UniRef:UniRef50_A0A1B7UDT1, UniRef:UniRef90_R4LYQ9
contig_1	cds	3328714	3329481	-	AGJPKI_15620		mycothiol-dependent reductase	BlastRules:WP_003415010, RefSeq:WP_003415010.1, SO:0001217, UniParc:UPI0000165327, UniRef:UniRef100_A0A1R3Y3I9, UniRef:UniRef90_A0A2I7WB96
contig_1	cds	3329578	3330708	-	AGJPKI_15625	lipN	lipase/esterase LipN	BlastRules:WP_003415015, COG:COG0657, COG:I, EC:3.1.1.-, GO:0005737, GO:0005886, GO:0008126, GO:0034338, RefSeq:WP_003415015.1, SO:0001217, UniParc:UPI00000D501D, UniRef:UniRef100_P95125, UniRef:UniRef50_P95125, UniRef:UniRef90_P95125
contig_1	cds	3331106	3331954	+	AGJPKI_15630	dkgA	Uncharacterized oxidoreductase MRA_2999	COG:COG0656, COG:Q, EC:1.-.-.-, GO:0016491, RefSeq:WP_003899563.1, SO:0001217, UniParc:UPI00000D600C, UniRef:UniRef100_P9WQA4, UniRef:UniRef50_A0QJ99, UniRef:UniRef90_P9WQA4
contig_1	cds	3332028	3332741	-	AGJPKI_15635		DUF1524 domain-containing protein	RefSeq:WP_003415024.1, SO:0001217, UniParc:UPI00000D105A, UniRef:UniRef100_A0A1R3Y2R9, UniRef:UniRef50_A0A1A0RBP6, UniRef:UniRef90_R4M5Z0
contig_1	cds	3332738	3334951	-	AGJPKI_15640	recG	ATP-dependent DNA helicase RecG	COG:COG1200, COG:L, EC:3.6.4.12, GO:0003677, GO:0003678, GO:0005524, GO:0005886, GO:0006281, GO:0006310, GO:0016887, KEGG:K03655, RefSeq:WP_003415026.1, SO:0001217, UniParc:UPI000013357D, UniRef:UniRef100_P64323, UniRef:UniRef50_P64323, UniRef:UniRef90_P64323
contig_1	cds	3334954	3336366	-	AGJPKI_15645	yloV	putative kinase related to dihydroxyacetone kinase	COG:COG1461, COG:R, RefSeq:WP_003415028.1, SO:0001217, UniParc:UPI00000D117D, UniRef:UniRef100_A0A8S8LP97, UniRef:UniRef50_A0A375YJ92, UniRef:UniRef90_A0A0H3LEH6
contig_1	cds	3336363	3336617	-	AGJPKI_15650	yloV	putative kinase related to dihydroxyacetone kinase	COG:COG1461, COG:R, RefSeq:WP_003906954.1, SO:0001217, UniParc:UPI000011D95E, UniRef:UniRef100_A0A0E8U0K6, UniRef:UniRef50_R4MKF8, UniRef:UniRef90_R4MKF8
contig_1	cds	3336859	3337053	+	AGJPKI_15655	rpmB	50S ribosomal protein L28	COG:COG0227, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:1990904, KEGG:K02902, RefSeq:WP_003415030.1, SO:0001217, UniParc:UPI00000D2D32, UniRef:UniRef100_P0DV54, UniRef:UniRef50_P0DV54, UniRef:UniRef90_P0DV54
contig_1	cds	3337076	3337759	-	AGJPKI_15660	ung	uracil-DNA glycosylase	COG:COG0692, COG:L, EC:3.2.2.27, GO:0004844, GO:0005737, GO:0006284, GO:0097510, RefSeq:WP_003899565.1, SO:0001217, UniParc:UPI0000137C7B, UniRef:UniRef100_P67072, UniRef:UniRef50_A0QV01, UniRef:UniRef90_P67072
contig_1	cds	3337792	3338793	-	AGJPKI_15665	thiL	thiamine-phosphate kinase	COG:COG0611, COG:H, EC:2.7.4.16, GO:0000287, GO:0005524, GO:0009030, GO:0009228, GO:0009229, GO:0016310, KEGG:K00946, RefSeq:WP_003415034.1, SO:0001217, UniParc:UPI00000D5E35, UniRef:UniRef100_P9WG70, UniRef:UniRef50_P9WG70, UniRef:UniRef90_P9WG70
contig_1	cds	3338790	3340169	-	AGJPKI_15670	tnpB	IS607 family element RNA-guided endonuclease TnpB	COG:COG0675, COG:X, RefSeq:WP_003415037.1, SO:0001217, UniParc:UPI00000D5F21, UniRef:UniRef100_A0A0E7SMU6, UniRef:UniRef50_P9WL36, UniRef:UniRef90_A0A109SZQ4
contig_1	cds	3340169	3340753	-	AGJPKI_15675	tnp	IS607 family IS1538 transposase	COG:COG2452, COG:X, IS:IS1538, RefSeq:WP_003899566.1, SO:0001217, UniParc:UPI00000D5FF7, UniRef:UniRef100_A0A0E9ACK3, UniRef:UniRef50_A0A177HJL4, UniRef:UniRef90_A0A0E9ACK3
contig_1	cds	3340935	3341510	+	AGJPKI_15680		DUF3515 domain-containing protein	RefSeq:WP_003899567.1, SO:0001217, UniParc:UPI00005F636A, UniRef:UniRef100_A0A0E8WWN3, UniRef:UniRef50_A0A024JW54, UniRef:UniRef90_A0A8D5WVB9
contig_1	cds	3341800	3342876	-	AGJPKI_15685	ddlA	D-alanine--D-alanine ligase DdlA	BlastRules:WP_003912011, COG:COG1181, COG:MR, EC:6.3.2.4, GO:0005524, GO:0005737, GO:0008360, GO:0008716, GO:0009252, GO:0046872, GO:0071555, SO:0001217, UniParc:UPI00005F636B, UniRef:UniRef100_A0A0E8U2E5, UniRef:UniRef50_Q9CBS0, UniRef:UniRef90_Q7TXH9
contig_1	cds	3342999	3344003	-	AGJPKI_15690	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	COG:C, COG:COG0240, EC:1.1.1.94, GO:0005829, GO:0005886, GO:0005975, GO:0006072, GO:0006650, GO:0008654, GO:0009331, GO:0046167, GO:0046168, GO:0047952, GO:0051287, RefSeq:WP_003415091.1, SO:0001217, UniParc:UPI0000165162, UniRef:UniRef100_P59961, UniRef:UniRef50_P9WN77, UniRef:UniRef90_P9WN77
contig_1	cds	3344122	3344766	+	AGJPKI_15695	cofC	2-phospho-L-lactate guanylyltransferase	COG:COG1920, COG:H, EC:2.7.7.105, GO:0005525, GO:0043814, GO:0052645, KEGG:K14941, RefSeq:WP_003415094.1, SO:0001217, UniParc:UPI00000D0F78, UniRef:UniRef100_Q7TXH8, UniRef:UniRef50_B2HII6, UniRef:UniRef90_Q7TXH8
contig_1	cds	3344858	3347086	+	AGJPKI_15700	ppk	RNA degradosome polyphosphate kinase	COG:COG0855, COG:P, EC:2.7.4.1, GO:0000287, GO:0005524, GO:0005886, GO:0006799, GO:0008976, GO:0009358, GO:0015968, GO:0046777, KEGG:K00937, RefSeq:WP_015345149.1, SO:0001217, UniParc:UPI000169A494, UniRef:UniRef100_A0A0H3LKC4, UniRef:UniRef50_Q73VJ1, UniRef:UniRef90_P65769
contig_1	cds	3347169	3348122	+	AGJPKI_15705	mutT1	8-oxo-(d)GTP phosphatase	COG:COG1051, COG:F, EC:3.6.1.69, GO:0006260, GO:0006281, GO:0008413, GO:0046872, RefSeq:WP_003899569.1, SO:0001217, UniParc:UPI00000D5F71, UniRef:UniRef100_P9WIY2, UniRef:UniRef50_P9WIY2, UniRef:UniRef90_P9WIY2
contig_1	cds	3348180	3348824	-	AGJPKI_15710	hupB	DNA-binding protein HupB	BlastRules:WP_003415107, GO:0000976, GO:0001216, GO:0003677, GO:0003684, GO:0003690, GO:0005576, GO:0005829, GO:0005886, GO:0009274, GO:0010106, GO:0030261, GO:0030527, GO:0032993, GO:0042262, GO:0045893, GO:0090143, GO:0097100, RefSeq:WP_003415107.1, SO:0001217, UniParc:UPI0000128F15, UniRef:UniRef100_P9WMK7, UniRef:UniRef50_P9WMK7, UniRef:UniRef90_P9WMK7
contig_1	cds	3349037	3349633	-	AGJPKI_15715	leuD	3-isopropylmalate dehydratase small subunit	COG:COG0066, COG:E, EC:4.2.1.33, GO:0003861, GO:0005886, GO:0009098, GO:0009316, RefSeq:WP_003415110.1, SO:0001217, UniParc:UPI000012E58F, UniRef:UniRef100_P65278, UniRef:UniRef50_Q73VI8, UniRef:UniRef90_P65278
contig_1	cds	3349658	3351079	-	AGJPKI_15720	leuC	3-isopropylmalate dehydratase large subunit	COG:COG0065, COG:E, EC:4.2.1.33, GO:0003861, GO:0009098, GO:0009274, GO:0046872, GO:0051539, RefSeq:WP_003899570.1, SO:0001217, UniParc:UPI000012E504, UniRef:UniRef100_A5U6Z9, UniRef:UniRef50_Q9EVG8, UniRef:UniRef90_Q7TXH6
contig_1	cds	3351151	3351852	+	AGJPKI_15725	iclR	DNA-binding transcriptional regulator, IclR family	COG:COG1414, COG:K, RefSeq:WP_003415115.1, SO:0001217, UniParc:UPI0000165329, UniRef:UniRef100_A0A045IAK0, UniRef:UniRef50_E5XT09, UniRef:UniRef90_A0A8E0C193
contig_1	cds	3351863	3352723	-	AGJPKI_15730		Class I SAM-dependent methyltransferase	RefSeq:WP_003415118.1, SO:0001217, UniParc:UPI00000D0FB7, UniRef:UniRef100_A0A7U4BX24, UniRef:UniRef50_A0A7I9XNV2, UniRef:UniRef90_G0TG57
contig_1	cds	3352986	3353477	+	AGJPKI_15735	yzzA	General stress protein 26 (function unknown)	COG:COG3871, COG:S, RefSeq:WP_003899572.1, SO:0001217, UniParc:UPI00000CCB60, UniRef:UniRef100_A0A045IAN4, UniRef:UniRef50_A0A7I7WS94, UniRef:UniRef90_Q7D6A9
contig_1	tRNA	3353551	3353623	-	AGJPKI_15740	trnE	tRNA-Glu(ctc)	SO:0000259
contig_1	tRNA	3353663	3353734	-	AGJPKI_15745	trnQ	tRNA-Gln(ctg)	SO:0000261
contig_1	cds	3353809	3355281	-	AGJPKI_15750	gltX	glutamate--tRNA ligase	COG:COG0008, COG:J, EC:6.1.1.17, GO:0000049, GO:0004818, GO:0005524, GO:0005737, GO:0006424, GO:0008270, RefSeq:WP_003415122.1, SO:0001217, UniParc:UPI00001363EC, UniRef:UniRef100_P0A637, UniRef:UniRef50_Q8NQX9, UniRef:UniRef90_P0A637
contig_1	cds	3355278	3356123	-	AGJPKI_15755	ycgM	Protein Rv2993c	COG:COG0179, COG:Q, GO:0018773, GO:0046872, SO:0001217, UniParc:UPI00005EE79B, UniRef:UniRef100_A0A0E8UG50, UniRef:UniRef50_I6Y276, UniRef:UniRef90_I6Y276
contig_1	cds	3356315	3357610	+	AGJPKI_15760	uhpC	Uncharacterized MFS-type transporter Rv2994	COG:COG2271, COG:G, GO:0005576, GO:0005886, GO:0022857, SO:0001217, UniRef:UniRef50_P9WJW7, UniRef:UniRef90_P9WJW7
contig_1	cds	3357462	3358472	-	AGJPKI_15765	leuB	3-isopropylmalate dehydrogenase	COG:CE, COG:COG0473, EC:1.1.1.85, GO:0000287, GO:0003862, GO:0005737, GO:0009098, GO:0051287, RefSeq:WP_003899576.1, SO:0001217, UniParc:UPI000012E551, UniRef:UniRef100_A5U706, UniRef:UniRef50_Q8FPV5, UniRef:UniRef90_A5U706
contig_1	cds	3358487	3360058	-	AGJPKI_15770	serA	phosphoglycerate dehydrogenase	COG:COG0111, COG:H, EC:1.1.1.95, GO:0004617, GO:0006564, GO:0051287, SO:0001217, UniParc:UPI00005EE79D, UniRef:UniRef100_A0A0E7YYB9, UniRef:UniRef50_O33116, UniRef:UniRef90_P0A545
contig_1	cds	3360103	3361545	+	AGJPKI_15775		Phytoene dehydrogenase-related protein	COG:COG1233, COG:Q, RefSeq:WP_003415150.1, SO:0001217, UniParc:UPI00000D5EF9, UniRef:UniRef100_A0A045H9K3, UniRef:UniRef50_A4TE14, UniRef:UniRef90_A0A045H9K3
contig_1	cds	3361819	3362280	+	AGJPKI_15780		hypothetical protein	RefSeq:WP_003899579.1, SO:0001217, UniParc:UPI00000C1532, UniRef:UniRef100_A0A1R3Y3L8, UniRef:UniRef90_A0A8S8LQM5
contig_1	cds	3362256	3362558	+	AGJPKI_15785		Transposase	RefSeq:WP_003900611.1, SO:0001217, UniParc:UPI00000D2D37, UniRef:UniRef100_A0A0E8V3X5, UniRef:UniRef50_A0A0E8V3X5, UniRef:UniRef90_A0A0E8V3X5
contig_1	cds	3362606	3363571	+	AGJPKI_15790	lppY	putative conserved lipoprotein LppY	RefSeq:WP_003901513.1, SO:0001217, UniParc:UPI00001A9199, UniRef:UniRef100_Q8VJ92, UniRef:UniRef50_O53246, UniRef:UniRef90_O53246
contig_1	cds	3363616	3364275	+	AGJPKI_15795	fetB	ABC-type iron transport system FetAB, permease component	COG:COG0390, COG:P, RefSeq:WP_003415160.1, SO:0001217, UniParc:UPI00000D5E81, UniRef:UniRef100_A0A1R3Y2T4, UniRef:UniRef50_A0A655C710, UniRef:UniRef90_A0A655C710
contig_1	cds	3364324	3364422	-	AGJPKI_15800	lppO	Lipoprotein LppO	SO:0001217, UniParc:UPI000169A4E0, UniRef:UniRef100_A0A0E8VGT4, UniRef:UniRef50_A0A8S8LT78, UniRef:UniRef90_A0A8S8LT78
contig_1	cds	3364589	3365602	-	AGJPKI_15805	ilvC	ketol-acid reductoisomerase	COG:COG0059, COG:EH, EC:1.1.1.86, GO:0000287, GO:0004455, GO:0005829, GO:0005886, GO:0009097, GO:0009099, GO:0050661, SO:0001217, UniParc:UPI0000165165, UniRef:UniRef100_A1KMZ6, UniRef:UniRef50_A1KMZ6, UniRef:UniRef90_A1KMZ6
contig_1	cds	3365628	3366134	-	AGJPKI_15810	ilvN	acetolactate synthase small subunit	COG:COG0440, COG:E, EC:2.2.1.6, GO:0003984, GO:0005829, GO:0005886, GO:0009097, GO:0009099, GO:0009274, GO:1990610, RefSeq:WP_003415167.1, SO:0001217, UniParc:UPI000012D5B5, UniRef:UniRef100_P65162, UniRef:UniRef50_P65162, UniRef:UniRef90_P65162
contig_1	cds	3366134	3367990	-	AGJPKI_15815	ilvB	acetolactate synthase large subunit	COG:COG0028, COG:EH, EC:2.2.1.6, GO:0000287, GO:0003984, GO:0009097, GO:0009099, GO:0030976, GO:0050660, RefSeq:WP_003415168.1, SO:0001217, UniParc:UPI000012D536, UniRef:UniRef100_P9WG40, UniRef:UniRef50_P42463, UniRef:UniRef90_P9WG40
contig_1	cds	3368352	3368690	+	AGJPKI_15820	cfp6	Low molecular weight protein antigen 6	GO:0005576, RefSeq:WP_003415170.1, SO:0001217, UniParc:UPI000012754B, UniRef:UniRef100_P0A5P3, UniRef:UniRef50_P0A5P3, UniRef:UniRef90_P0A5P3
contig_1	cds	3368697	3369482	-	AGJPKI_15825	doxX	Uncharacterized membrane protein YphA, DoxX/SURF4 family	COG:COG2259, COG:S, RefSeq:WP_003912051.1, SO:0001217, UniParc:UPI00005EE7A2, UniRef:UniRef100_A0A1R3Y2V3, UniRef:UniRef50_A0A1X0LDS3, UniRef:UniRef90_G0TGK3
contig_1	cds	3369560	3370834	+	AGJPKI_15830	yliI	Glucose/arabinose dehydrogenase, beta-propeller fold	COG:COG2133, COG:G, SO:0001217, UniParc:UPI0001E62BFB, UniRef:UniRef100_A0A0E8P0L8, UniRef:UniRef50_A0A0J6Z1P1, UniRef:UniRef90_A0A7I7NTE7
contig_1	cds	3370840	3371418	-	AGJPKI_15835	rutF	FMN reductase RutF, DIM6/NTAB family	COG:C, COG:COG1853, SO:0001217, UniParc:UPI00005EE7A4, UniRef:UniRef100_A0A0E8XAH6, UniRef:UniRef50_A0A3E2MZP5, UniRef:UniRef90_A0A0E8XAH6
contig_1	cds	3371702	3372271	+	AGJPKI_15840	sapB	Magnesium uptake protein YhiD/SapB, involved in acid resistance	COG:COG1285, COG:P, RefSeq:WP_049956361.1, SO:0001217, UniParc:UPI00039C4C4E, UniRef:UniRef100_A0A1R3Y305, UniRef:UniRef50_G0TGK6, UniRef:UniRef90_G0TGK6
contig_1	cds	3372268	3373797	-	AGJPKI_15845	gatB	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	COG:COG0064, COG:J, EC:6.3.5.-, GO:0005524, GO:0006412, GO:0050566, GO:0050567, KEGG:K02434, RefSeq:WP_003415248.1, SO:0001217, UniParc:UPI000012B159, UniRef:UniRef100_P64200, UniRef:UniRef50_Q9Z578, UniRef:UniRef90_P64200
contig_1	cds	3373827	3374858	-	AGJPKI_15850	pfkA	ATP-dependent 6-phosphofructokinase	COG:COG0205, COG:G, EC:2.7.1.11, GO:0003872, GO:0005524, GO:0005886, GO:0005945, GO:0006002, GO:0009024, GO:0009274, GO:0016208, GO:0030388, GO:0042802, GO:0046872, GO:0047334, GO:0048029, GO:0061621, GO:0070095, RefSeq:WP_003415251.1, SO:0001217, UniParc:UPI000012DB5D, UniRef:UniRef100_P65691, UniRef:UniRef50_O33106, UniRef:UniRef90_O33106
contig_1	cds	3374954	3376438	-	AGJPKI_15855	gatA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	COG:COG0154, COG:J, EC:6.3.5.7, GO:0005524, GO:0006412, GO:0030956, GO:0050567, KEGG:K02433, RefSeq:WP_003900613.1, SO:0001217, UniParc:UPI00005EE7A6, UniRef:UniRef100_A5U723, UniRef:UniRef50_Q8NR17, UniRef:UniRef90_B2HIF7
contig_1	cds	3376435	3376734	-	AGJPKI_15860	gatC	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	COG:COG0721, COG:J, EC:6.3.5.-, GO:0005524, GO:0006412, GO:0006450, GO:0009274, GO:0050566, GO:0050567, GO:0070681, RefSeq:WP_003415256.1, SO:0001217, UniParc:UPI000012B182, UniRef:UniRef100_P64206, UniRef:UniRef50_P64206, UniRef:UniRef90_P64206
contig_1	cds	3376810	3377475	+	AGJPKI_15865		ACT domain-containing protein	SO:0001217, UniParc:UPI00005EE7A7, UniRef:UniRef100_A0A066S455, UniRef:UniRef50_C0ZXK5, UniRef:UniRef90_A0A0H3LKF8
contig_1	cds	3377549	3379624	-	AGJPKI_15870	ligA	NAD-dependent DNA ligase LigA	COG:COG0272, COG:L, EC:6.5.1.2, GO:0003911, GO:0006260, GO:0006281, GO:0046872, RefSeq:WP_003415263.1, SO:0001217, UniParc:UPI0000129686, UniRef:UniRef100_P63974, UniRef:UniRef50_A0QUW7, UniRef:UniRef90_P63974
contig_1	cds	3379655	3380668	-	AGJPKI_15875	metE	Methionine synthase II (cobalamin-independent)	COG:COG0620, COG:E, RefSeq:WP_003415268.1, SO:0001217, UniParc:UPI00000D5F53, UniRef:UniRef100_A0A1R3Y2W5, UniRef:UniRef50_A0A375Z4J1, UniRef:UniRef90_A0A655A0V4
contig_1	cds	3380762	3381391	+	AGJPKI_15880	lpqA	Lipoprotein LpqA	RefSeq:WP_003415270.1, SO:0001217, UniParc:UPI00000D1164, UniRef:UniRef100_A0A045H9M1, UniRef:UniRef50_A0A0J6WAC7, UniRef:UniRef90_A0A045H9M1
contig_1	cds	3381494	3381844	-	AGJPKI_15885	esxQ	type VII secretion system ESX-3 effector EsxQ	BlastRules:WP_003415272, COG:COG4842, COG:V, RefSeq:WP_014584882.1, SO:0001217, UniParc:UPI0000F517F2, UniRef:UniRef100_A0A8D5X4I2, UniRef:UniRef50_P64092, UniRef:UniRef90_A0A8I0EQV3
contig_1	cds	3381943	3383247	-	AGJPKI_15890	pPE46	Uncharacterized PPE family protein PPE46	COG:COG5651, COG:S, GO:0051701, GO:0052572, RefSeq:WP_003910691.1, SO:0001217, UniParc:UPI0000036B8C, UniRef:UniRef100_P9WHY8, UniRef:UniRef50_P9WHY7, UniRef:UniRef90_P9WHY8
contig_1	cds	3383244	3383561	-	AGJPKI_15895		PE family protein	SO:0001217, UniParc:UPI0000529C6F, UniRef:UniRef100_A0A0E9ABN8, UniRef:UniRef50_A0A8E0C1B3, UniRef:UniRef90_G0TGM3
contig_1	cds	3383940	3385187	-	AGJPKI_15900	tnp	IS256 family IS1081 transposase	COG:COG3328, COG:X, GO:0003677, GO:0004803, GO:0006313, IS:IS1081, KEGG:K07493, RefSeq:WP_003900260.1, SO:0001217, UniParc:UPI00000D2D3E, UniRef:UniRef100_Q8VIQ5, UniRef:UniRef50_P60231, UniRef:UniRef90_P60231
contig_1	cds	3385350	3386453	-	AGJPKI_15905	mnmA	tRNA 2-thiouridine(34) synthase MnmA	COG:COG0482, COG:J, EC:2.8.1.13, GO:0000049, GO:0002143, GO:0005524, GO:0005737, GO:0016783, RefSeq:WP_003415909.1, SO:0001217, UniParc:UPI0000032358, UniRef:UniRef100_P66977, UniRef:UniRef50_Q6A8Q1, UniRef:UniRef90_P66977
contig_1	cds	3386450	3387631	-	AGJPKI_15910	iscS	IscS-like cysteine desulfurase	COG:COG1104, COG:E, EC:2.8.1.7, GO:0008483, GO:0016226, GO:0030170, GO:0031071, GO:0044571, GO:0046872, GO:0051536, RefSeq:WP_003415911.1, SO:0001217, UniParc:UPI00000D6007, UniRef:UniRef100_P9WQ70, UniRef:UniRef50_P9WQ70, UniRef:UniRef90_P9WQ70
contig_1	cds	3387728	3388642	-	AGJPKI_15915	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	COG:COG0204, COG:I, RefSeq:WP_003415914.1, SO:0001217, UniParc:UPI00000D5EDA, UniRef:UniRef100_A0A1R3Y3N4, UniRef:UniRef50_G0TGM6, UniRef:UniRef90_G0TGM6
contig_1	cds	3388639	3389484	-	AGJPKI_15920		Putative hemolysin	COG:COG3176, COG:R, RefSeq:WP_003900617.1, SO:0001217, UniParc:UPI00000CCB62, UniRef:UniRef100_A0A045JAS1, UniRef:UniRef50_E5XPN5, UniRef:UniRef90_G0TGM7
contig_1	cds	3389640	3390596	-	AGJPKI_15925	etfA	Electron transfer flavoprotein subunit alpha	COG:C, COG:COG2025, GO:0005829, GO:0005886, GO:0009055, GO:0009274, GO:0050660, KEGG:K03522, RefSeq:WP_003899889.1, SO:0001217, UniParc:UPI000003326D, UniRef:UniRef100_P9WNG8, UniRef:UniRef50_P9WNG8, UniRef:UniRef90_P9WNG8
contig_1	cds	3390635	3391435	-	AGJPKI_15930	etfB	Electron transfer flavoprotein subunit beta	COG:C, COG:COG2086, GO:0005829, GO:0005886, GO:0009055, GO:0009274, RefSeq:WP_003415921.1, SO:0001217, UniParc:UPI000004A4BE, UniRef:UniRef100_P64098, UniRef:UniRef50_P64098, UniRef:UniRef90_P64098
contig_1	cds	3391666	3392490	+	AGJPKI_15935	ubiG	putative S-adenosylmethionine-dependent methyltransferase Rv3030	COG:COG2227, COG:H, EC:2.1.1.-, GO:0005829, GO:0005886, GO:0008168, GO:0097697, RefSeq:WP_003415922.1, SO:0001217, UniParc:UPI00000D6026, UniRef:UniRef100_P9WJZ0, UniRef:UniRef50_A0QUV5, UniRef:UniRef90_P9WJZ0
contig_1	cds	3392508	3394067	+	AGJPKI_15940		putative 1,4-alpha-glucan branching enzyme Rv3031	COG:COG1543, COG:G, EC:2.4.1.18, GO:0003844, GO:0005576, GO:0005886, GO:0030979, GO:0102752, KEGG:K16149, SO:0001217, UniParc:UPI00005EE7AD, UniRef:UniRef100_A0A0E8BDW3, UniRef:UniRef50_P9WQ26, UniRef:UniRef90_P9WQ26
contig_1	cds	3394111	3395343	+	AGJPKI_15945	rfaB	glycogen synthase	BlastRules:WP_003415928, COG:COG0438, COG:M, EC:2.4.1.11, GO:0004373, GO:0005978, GO:0009103, GO:0016757, SO:0001217, UniParc:UPI0001E61D4C, UniRef:UniRef100_P9WMY8, UniRef:UniRef50_P9WMY8, UniRef:UniRef90_P9WMY8
contig_1	cds	3395377	3395766	+	AGJPKI_15950		RES domain-containing protein	RefSeq:WP_003415930.1, SO:0001217, UniParc:UPI00000D2D3F, UniRef:UniRef100_A0A1R3Y2X8, UniRef:UniRef50_A0A1A3Q3B4, UniRef:UniRef90_R4MAT3
contig_1	cds	3395945	3396493	+	AGJPKI_15955		DUF4333 domain-containing protein	RefSeq:WP_003415932.1, SO:0001217, UniParc:UPI00000D1187, UniRef:UniRef100_A0A7U9K6G6, UniRef:UniRef50_A0A7U9K6G6, UniRef:UniRef90_A0A7U9K6G6
contig_1	cds	3396584	3397486	-	AGJPKI_15960	wbbJ	putative acetyltransferase Rv3034c	COG:COG0110, COG:R, EC:2.3.1.-, GO:0005886, GO:0009274, GO:0016746, RefSeq:WP_003902399.1, SO:0001217, UniParc:UPI00000D4F88, UniRef:UniRef100_O53281, UniRef:UniRef50_O53281, UniRef:UniRef90_O53281
contig_1	cds	3398019	3399026	+	AGJPKI_15965	pQQ	Protein Rv3035	COG:COG1520, COG:M, SO:0001217, UniParc:UPI00005EE7B0, UniRef:UniRef100_A0A0E9ADI5, UniRef:UniRef50_I6XFZ8, UniRef:UniRef90_I6XFZ8
