
Gene_ID	error	StartBad	StopBad	frameshifts	splicesites	length	product	errorStill	StartStillBad	StopStillBad	frameshiftsStill	JoinExons	PossiblePseudo	CorrectionLog	
Rv2188c	1	1	0	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start	
Rv2189c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2190c	1	1	0	0	0	0	endopeptidase"	0	0	0	0	0	0	 // Corrected Start	
Rv2191	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2192c	1	1	0	0	0	0	anthranilate phosphoribosyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2193	1	1	0	0	0	0	cytochrome C oxidase subunit III"	0	0	0	0	0	0	 // Corrected Start	
Rv2194	1	1	0	0	0	0	ubiquinol-cytochrome C reductase cytochrome	0	0	0	0	0	0	 // Corrected Start	
Rv2200c	1	1	0	0	0	0	cytochrome C oxidase subunit II"	0	0	0	0	0	0	 // Corrected Start	
Rv2201	1	1	0	0	0	0	asparagine synthetase"	0	0	0	0	0	0	 // Corrected Start	
Rv2202c	1	1	0	0	0	0	adenosine kinase"	0	0	0	0	0	0	 // Corrected Start	
Rv2206	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2208	1	1	0	0	0	0	adenosylcobinamide-GDP ribazoletransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2211c	1	1	0	0	0	0	aminomethyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2212	1	1	0	0	0	0	adenylyl cyclase"	0	0	0	0	0	0	 // Corrected Start	
Rv2213	1	1	0	0	0	0	cytosol aminopeptidase"	0	0	0	0	0	0	 // Corrected Start	
Rv2217	1	1	0	0	0	0	octanoyltransferase"	1	1	0	0	0	0	0	
Rv2220	1	1	0	0	0	0	glutamine synthetase"	0	0	0	0	0	0	 // Corrected Start	
Rv2221c	1	1	0	0	0	0	[glutamate--ammonia-ligase] adenylyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2224c	1	1	0	0	0	0	carboxylesterase A"	0	0	0	0	0	0	 // Corrected Start	
Rv2224d	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2227	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2228c	1	1	0	0	0	0	multifunctional RNASE H/alpha-ribazole	0	0	0	0	0	0	 // Corrected Start	
Rv2231A	1	1	0	0	0	0	ribonuclease VapC16"	0	0	0	0	0	0	 // Corrected Start	
Rv2231B	1	1	0	0	0	0	antitoxin VapB16"	0	0	0	0	0	0	 // Corrected Start	
Rv2231c	1	1	0	0	0	0	aminotransferase"	1	1	0	0	0	0	0	
Rv2232	1	1	0	0	0	0	protein tyrosine kinase transcriptional	0	0	0	0	0	0	 // Corrected Start	
Rv2234	1	1	0	0	0	0	protein-tyrosine-phosphatase"	0	0	0	0	0	0	 // Corrected Start	
Rv2236c	1	1	0	0	0	0	cobalamin biosynthesis transmembrane protein	1	1	0	0	0	0	0	
Rv2237A	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2240c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2241	1	1	0	0	0	0	pyruvate dehydrogenase E1 component"	0	0	0	0	0	0	 // Corrected Start	
Rv2242	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2243	1	1	0	0	0	0	malonyl CoA-acyl carrier protein transacylase"	0	0	0	0	0	0	 // Corrected Start	
Rv2244	1	1	0	0	0	0	meromycolate extension acyl carrier protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2245	1	1	0	0	0	0	3-oxoacyl-ACP synthase 1"	0	0	0	0	0	0	 // Corrected Start	
Rv2246	1	1	0	0	0	0	3-oxoacyl-ACP synthase 2"	0	0	0	0	0	0	 // Corrected Start	
Rv2248	2	0	1	0	0	1	hypothetical protein"	0	0	0	0	0	0	 // Corrected Stop	
Rv2249c	1	1	0	0	0	0	glycerol-3-phosphate dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv2251	1	1	0	0	0	0	flavoprotein"	0	0	0	0	0	0	 // Corrected Start	
Rv2254c	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv2256a	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv2256c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2265	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2268c	3	0	1	2	0	1	cytochrome P450 Cyp128"	0	0	0	0	0	0	 // Corrected Stop	
Rv2269c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2270	1	0	1	0	0	0	lipoprotein LppN"	0	0	0	0	0	0	 // Corrected Stop	
Rv2277c	2	0	1	5	0	0	glycerolphosphodiesterase"	0	0	0	2	0	0	 // Corrected Stop	
Rv2285	1	1	0	0	0	0	diacylglycerol acyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2288	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2289	1	1	0	0	0	0	CDP-diacylglycerol pyrophosphatase"	0	0	0	0	0	0	 // Corrected Start	
Rv2290	1	1	0	0	0	0	lipoprotein LppO"	0	0	0	0	0	0	 // Corrected Start	
Rv2291	1	1	0	0	0	0	thiosulfate sulfurtransferase SseB"	0	0	0	0	0	0	 // Corrected Start	
Rv2292c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2293c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2294	1	1	0	0	0	0	cystathionine beta-lyase"	0	0	0	0	0	0	 // Corrected Start	
Rv2301	1	1	0	0	0	0	cutinase"	0	0	0	0	0	0	 // Corrected Start	
Rv2307A	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2307B	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2309A	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2310	1	1	0	0	0	0	excisionase"	0	0	0	0	0	0	 // Corrected Start	
Rv2311	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2313c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2315c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2318	1	1	0	0	0	0	sugar ABC transporter substrate-binding	0	0	0	0	0	0	 // Corrected Start	
Rv2319c	1	1	0	0	0	0	universal stress protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2320c	1	1	0	0	0	0	cationic amino acid transporter permease RocE"	0	0	0	0	0	0	 // Corrected Start	
Rv2330c	1	1	0	0	0	0	lipoprotein LppP"	1	1	0	0	0	0	0	
Rv2331	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2336	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2342	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv2344c	1	1	0	0	0	0	deoxyguanosine triphosphate triphosphohydrolase"	0	0	0	0	0	0	 // Corrected Start	
Rv2348c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2352c	1	1	0	0	0	0	PPE family protein PPE38"	0	0	0	0	0	0	 // Corrected Start	
Rv2353c	4	1	1	4	0	1	PPE family protein PPE39"	0	0	0	3	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv2357c	1	1	0	0	0	0	glycine--tRNA ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv2360c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2361c	1	1	0	0	0	0	decaprenyl diphosphate synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv2363	1	1	0	0	0	0	amidase"	1	1	0	0	0	0	0	
Rv2366c	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2367c	1	1	0	0	0	0	endoribonuclease"	0	0	0	0	0	0	 // Corrected Start	
Rv2368c	1	1	0	0	0	0	phosphate starvation-inducible protein PhoH"	0	0	0	0	0	0	 // Corrected Start	
Rv2369c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2370c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2373c	1	1	0	0	0	0	chaperone protein DnaJ"	0	0	0	0	0	0	 // Corrected Start	
Rv2377c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2383c	1	1	0	0	0	0	phenyloxazoline synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv2386c	1	1	0	0	0	0	salicylate synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv2393	1	1	0	0	0	0	ferrochelatase"	0	0	0	0	0	0	 // Corrected Start	
Rv2394	1	1	0	0	0	0	gamma-glutamyltranspeptidase precursor GgtB"	0	0	0	0	0	0	 // Corrected Start	
Rv2395A	1	1	0	0	0	0	acid and phagosome regulated protein AprA"	0	0	0	0	0	0	 // Corrected Start	
Rv2395B	1	1	0	0	0	0	acid and phagosome regulated protein AprB"	0	0	0	0	0	0	 // Corrected Start	
Rv2401	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2401A	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv2403c	1	1	0	0	0	0	lipoprotein LppR"	0	0	0	0	0	0	 // Corrected Start	
Rv2404c	1	1	0	0	0	0	GTP-binding protein LepA"	0	0	0	0	0	0	 // Corrected Start	
Rv2405	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2408	1	1	0	0	0	0	PE family protein PE24"	0	0	0	0	0	0	 // Corrected Start	
Rv2412	1	1	0	0	0	0	30S ribosomal protein S20"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv2413c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2416c	1	1	0	0	0	0	enhanced intracellular survival protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2417c	1	1	0	0	0	0	DegV domain-containing protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2423	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2424c	1	1	0	0	0	0	transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv2425c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2426c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2433c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2435c	1	1	0	0	0	0	cyclase"	0	0	0	0	0	0	 // Corrected Start	
Rv2437	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2438A	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2440c	1	1	0	0	0	0	GTPase Obg"	0	0	0	0	0	0	 // Corrected Start	
Rv2444c	1	1	0	0	0	0	ribonuclease E"	0	0	0	0	0	0	 // Corrected Start	
Rv2445c	1	1	0	0	0	0	nucleoside diphosphate kinase"	1	1	0	0	0	0	0	
Rv2449c	1	1	0	0	0	0	trans-acting enoyl reductase"	0	0	0	0	0	0	 // Corrected Start	
Rv2450c	1	1	0	0	0	0	resuscitation-promoting factor RpfE"	0	0	0	0	0	0	 // Corrected Start	
Rv2451	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2452c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2453c	1	1	0	0	0	0	molybdenum cofactor guanylyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2455c	1	1	0	0	0	0	2-oxoglutarate oxidoreductase subunit KorA"	0	0	0	0	0	0	 // Corrected Start	
Rv2458	1	1	0	0	0	0	homocysteine S-methyltransferase MmuM"	0	0	0	0	0	0	 // Corrected Start	
Rv2460c	1	1	0	0	0	0	ATP-dependent CLP protease proteolytic subunit	0	0	0	0	0	0	 // Corrected Start	
Rv2461c	1	1	0	0	0	0	ATP-dependent CLP protease proteolytic subunit	0	0	0	0	0	0	 // Corrected Start	
Rv2462c	1	1	0	0	0	0	trigger factor"	0	0	0	0	0	0	 // Corrected Start	
Rv2464c	1	1	0	0	0	0	DNA glycosylase"	0	0	0	0	0	0	 // Corrected Start	
Rv2467	1	1	0	0	0	0	aminopeptidase PepN"	0	0	0	0	0	0	 // Corrected Start	
Rv2473	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2474c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2475c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2478c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2512c	1	0	1	0	0	0	insertion sequence element IS1081 transposase"	0	0	0	0	0	0	 // Corrected Stop	
Rv2543	1	1	0	0	0	0	lipoprotein LppA"	0	0	0	0	0	0	 // Corrected Start	
Rv2544	1	1	0	0	0	0	lipoprotein LppB"	0	0	0	0	0	0	 // Corrected Start	
Rv2545	1	1	0	0	0	0	antitoxin VapB18"	1	1	0	0	0	0	0	
Rv2548	1	1	0	0	0	0	ribonuclease VapC19"	1	1	0	0	0	0	0	
Rv2548A	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2554c	1	1	0	0	0	0	Holliday junction resolvase"	1	1	0	0	0	0	0	
Rv2555c	1	1	0	0	0	0	alanine--tRNA ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv2556c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2557	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2558	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2566	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2569c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2570	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	 // No unique shift for model found... MANUAL check	
Rv2572c	1	1	0	0	0	0	aspartate--tRNA ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv2573	1	1	0	0	0	0	2-dehydropantoate 2-reductase"	1	1	0	0	0	0	0	
Rv2576c	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2577	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2580c	1	1	0	0	0	0	histidine--tRNA ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv2581c	1	1	0	0	0	0	glyoxalase II"	0	0	0	0	0	0	 // Corrected Start	
Rv2583c	1	1	0	0	0	0	bifunctional (p)ppGpp synthase/hydrolase RelA"	0	0	0	0	0	0	 // Corrected Start	
Rv2584c	1	1	0	0	0	0	adenine phosphoribosyltransferase"	1	1	0	0	0	0	0	
Rv2585c	1	1	0	0	0	0	lipoprotein"	0	0	0	0	0	0	 // Corrected Start	
Rv2587c	1	1	0	0	0	0	protein translocase subunit SecD"	0	0	0	0	0	0	 // Corrected Start	
Rv2589	1	1	0	0	0	0	4-aminobutyrate aminotransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2594c	1	1	0	0	0	0	crossover junction endodeoxyribonuclease RuvC"	0	0	0	0	0	0	 // Corrected Start	
Rv2596	1	1	0	0	0	0	ribonuclease VapC40"	1	1	0	0	0	0	0	
Rv2597	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2598	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2600	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2604c	1	1	0	0	0	0	glutamine amidotransferase SnoP"	0	0	0	0	0	0	 // Corrected Start	
Rv2605c	1	1	0	0	0	0	acyl-CoA thioesterase II"	0	0	0	0	0	0	 // Corrected Start	
Rv2611c	1	1	0	0	0	0	phosphatidylinositol mannoside acyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2613c	1	1	0	0	0	0	AP-4-A phosphorylase"	0	0	0	0	0	0	 // Corrected Start	
Rv2614A	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2616	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2618	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2620c	1	1	0	0	0	0	transmembrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2633c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2636	1	1	0	0	0	0	O-phosphotransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2646	1	1	0	0	0	0	integrase"	0	0	0	0	0	0	 // Corrected Start	
Rv2647	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2651c	1	1	0	0	0	0	prophage protease"	0	0	0	0	0	0	 // Corrected Start	
Rv2652c	1	1	0	0	0	0	prophage protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2653c	1	1	0	0	0	0	toxin"	1	1	0	0	0	0	0	
Rv2659c	1	1	0	0	0	0	prophage integrase"	0	0	0	0	0	0	 // Corrected Start	
Rv2660c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2663	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2664	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2665	2	0	1	0	0	1	hypothetical protein"	0	0	0	0	0	0	 // Corrected Stop	
Rv2669	1	1	0	0	0	0	GCN5-like N-acetyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2673	1	1	0	0	0	0	alpha-(1->3)-arabinofuranosyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2680	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2684	1	1	0	0	0	0	arsenic-transport integral membrane protein	0	0	0	0	0	0	 // Corrected Start	
Rv2686c	1	1	0	0	0	0	antibiotic ABC transporter permease"	0	0	0	0	0	0	 // Corrected Start	
Rv2689c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2690c	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2693c	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2697c	1	1	0	0	0	0	deoxyuridine 5'-triphosphate	0	0	0	0	0	0	 // Corrected Start	
Rv2698	1	1	0	0	0	0	transmembrane protein"	1	1	0	0	0	0	0	
Rv2700	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2701c	1	1	0	0	0	0	inositol-1-monophosphatase SuhB"	1	1	0	0	0	0	0	
Rv2703	1	1	0	0	0	0	RNA polymerase sigma factor SigA"	0	0	0	0	0	0	 // Corrected Start	
Rv2705c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2706c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2721c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2727c	1	1	0	0	0	0	tRNA delta(2)-isopentenylpyrophosphate	0	0	0	0	0	0	 // Corrected Start	
Rv2728c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2742c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2747	1	1	0	0	0	0	L-glutamate alpha-N-acetyltranferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2750	1	1	0	0	0	0	dehydrogenase"	0	0	0	0	0	0	 // Corrected Start	
Rv2752c	1	1	0	0	0	0	ribonuclease J"	0	0	0	0	0	0	 // Corrected Start	
Rv2753c	1	1	0	0	0	0	4-hydroxy-tetrahydrodipicolinate synthase"	0	0	0	0	0	0	 // Corrected Start	
Rv2754c	1	1	0	0	0	0	thymidylate synthase ThyX"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv2759c	1	1	0	0	0	0	ribonuclease VapC42"	0	0	0	0	0	0	 // Corrected Start	
Rv2764c	1	1	0	0	0	0	thymidylate synthase ThyA"	0	0	0	0	0	0	 // Corrected Start	
Rv2770c	1	1	0	0	0	0	PPE family protein PPE44"	0	0	0	0	0	0	 // Corrected Start	
Rv2771c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2774c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv2776c	1	1	0	0	0	0	oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv2777c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2785c	1	1	0	0	0	0	30S ribosomal protein S15"	1	1	0	0	0	0	0	
Rv2786c	1	1	0	0	0	0	bifunctional riboflavin kinase /FMN	0	0	0	0	0	0	 // Corrected Start	
Rv2788	1	1	0	0	0	0	transcriptional repressor SirR"	0	0	0	0	0	0	 // Corrected Start	
Rv2795c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2797c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2798c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2799	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2800	1	1	0	0	0	0	hydrolase"	0	0	0	0	0	0	 // Corrected Start	
Rv2801A	1	1	0	0	0	0	antitoxin MazE9"	1	1	0	0	0	0	0	
Rv2801c	1	1	0	0	0	0	mRNA interferase MazF9"	0	0	0	0	0	0	 // Corrected Start	
Rv2806	1	1	0	0	0	0	membrane protein"	0	0	0	0	0	0	 // No unique shift for model found... MANUAL check // Corrected Start	
Rv2807	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2808	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2811	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2812	1	1	0	0	0	0	transposase"	0	0	0	0	0	0	 // Corrected Start	
Rv2818c	3	1	1	4	0	0	CRISPR-associated protein Csm6"	0	0	0	3	0	0	 // Corrected Start // Corrected Stop	
Rv2819c	4	1	1	6	0	1	CRISPR type III-associated RAMP protein Csm5"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start // Corrected Stop	
Rv2824c	1	1	0	0	0	0	CRISPR-associated endoribonuclease Cas6"	0	0	0	0	0	0	 // Corrected Start	
Rv2826c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2827c	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2828c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2834c	1	1	0	0	0	0	sn-glycerol-3-phosphate ABC transporter permease	0	0	0	0	0	0	 // Corrected Start	
Rv2836c	1	1	0	0	0	0	DNA-damage-inducible protein DinF"	1	1	0	0	0	0	0	
Rv2837c	1	1	0	0	0	0	bifunctional oligoribonuclease/PAP phosphatase	0	0	0	0	0	0	 // Corrected Start	
Rv2839c	1	1	0	0	0	0	translation initiation factor IF-2"	0	0	0	0	0	0	 // Corrected Start	
Rv2840c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2842c	1	1	0	0	0	0	ribosome maturation factor RimP"	1	1	0	0	0	0	0	
Rv2843	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2845c	1	1	0	0	0	0	proline--tRNA ligase"	0	0	0	0	0	0	 // Corrected Start	
Rv2847c	1	1	0	0	0	0	Not Set	0	0	0	0	0	0	 // Corrected Start	
Rv2850c	1	1	0	0	0	0	magnesium chelatase"	0	0	0	0	0	0	 // Modell shifted 1 base(s) // Corrected Start	
Rv2852c	1	1	0	0	0	0	malate:quinone oxidoreductase"	0	0	0	0	0	0	 // Corrected Start	
Rv2854	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2857c	1	1	0	0	0	0	3-oxoacyl-ACP reductase"	0	0	0	0	0	0	 // Corrected Start	
Rv2859c	1	1	0	0	0	0	glutamine amidotransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2860c	1	1	0	0	0	0	glutamine synthetase"	0	0	0	0	0	0	 // Corrected Start	
Rv2862A	1	1	0	0	0	0	antitoxin VapB23"	0	0	0	0	0	0	 // Corrected Start	
Rv2866	1	1	0	0	0	0	toxin RelG"	1	1	0	0	0	0	0	
Rv2868c	1	1	0	0	0	0	4-hydroxy-3-methylbut-2-en-1-yl diphosphate	0	0	0	0	0	0	 // Corrected Start	
Rv2870c	1	1	0	0	0	0	1-deoxy-D-xylulose 5-phosphate reductoisomerase"	0	0	0	0	0	0	 // Corrected Start	
Rv2871	1	1	0	0	0	0	antitoxin VapB43"	0	0	0	0	0	0	 // Corrected Start	
Rv2877c	1	1	0	0	0	0	integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2881c	1	1	0	0	0	0	phosphatidate cytidylyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2885c	4	1	1	5	0	1	transposase"	0	0	0	0	0	0	 // Corrected Start // Corrected Stop	
Rv2891	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2892c	1	1	0	0	0	0	PPE family protein PPE45"	0	0	0	0	0	0	 // Corrected Start	
Rv2894c	1	1	0	0	0	0	tyrosine recombinase XerC"	0	0	0	0	0	0	 // Corrected Start	
Rv2895c	1	1	0	0	0	0	mycobactin utilization protein ViuB"	0	0	0	0	0	0	 // Corrected Start	
Rv2899c	1	1	0	0	0	0	formate dehydrogenase accessory protein FdhD"	0	0	0	0	0	0	 // Corrected Start	
Rv2903c	1	1	0	0	0	0	signal peptidase"	0	0	0	0	0	0	 // Corrected Start	
Rv2906c	1	1	0	0	0	0	tRNA (guanine-N1)-methyltransferase"	0	0	0	0	0	0	 // Corrected Start	
Rv2915c	1	1	0	0	0	0	hypothetical protein"	1	1	0	0	0	0	0	
Rv2916c	1	1	0	0	0	0	signal recognition particle protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2917	1	1	0	0	0	0	hypothetical protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2920c	1	1	0	0	0	0	ammonium transporter integral membrane protein"	0	0	0	0	0	0	 // Corrected Start	
Rv2921c	1	1	0	0	0	0	signal recognition particle receptor FtsY"	0	0	0	0	0	0	 // Corrected Start	
Rv2922c	1	1	0	0	0	0	chromosome partition protein Smc"	0	0	0	0	0	0	 // Corrected Start	
